FileName,Model Name,Test Id,Is_Valid,T0.0 (h),T0.25 (h),T0.5 (h),T0.75 (h),T1 (h),T1.25 (h),T1.5 (h),T1.75 (h),T2 (h),T2.25 (h),T2.5 (h),T2.75 (h),T3 (h),T3.25 (h),T3.5 (h),T3.75 (h),T4 (h),T4.25 (h),T4.5 (h),T4.75 (h),T5 (h),T5.25 (h),T5.5 (h),T5.75 (h),T6 (h),T6.25 (h),T6.5 (h),T6.75 (h),T7 (h),T7.25 (h),T7.5 (h),T7.75 (h),T8 (h),T8.25 (h),T8.5 (h),T8.75 (h),T9 (h),T9.25 (h),T9.5 (h),T9.75 (h),T10 (h),T10.25 (h),T10.5 (h),T10.75 (h),T11 (h),T11.25 (h),T11.5 (h),T11.75 (h),T12 (h),T12.25 (h),T12.5 (h),T12.75 (h),T13 (h),T13.25 (h),T13.5 (h),T13.75 (h),T14 (h),T14.25 (h),T14.5 (h),T14.75 (h)
growth.xlsx,LAB,E4-1 b KOH 25 mM (H01),TRUE,0.3406,0.3392,0.3563,0.3743,0.3868,0.389,0.3903,0.3945,0.4016,0.4126,0.426,0.4442,0.4662,0.4885,0.5142,0.5384,0.5645,0.5907,0.6179,0.6466,0.6744,0.7038,0.7329,0.7614,0.7886,0.8162,0.8434,0.8699,0.8967,0.9229,0.9496,0.9757,1.0034,1.0284,1.0538,1.0785,1.1015,1.1247,1.1473,1.1689,1.1865,1.2026,1.2179,1.2316,1.2391,1.2466,1.2507,1.2532,1.2557,1.2565,1.2599,1.2577,1.259,1.27,1.2595,1.2594,1.2603,1.2613,1.2622,1.2643
growth.xlsx,LAB,E4-1 b KOH 25 mM (H02),TRUE,0.3891,0.3862,0.4042,0.4138,0.4212,0.4281,0.4341,0.4404,0.4551,0.4697,0.4892,0.5121,0.5371,0.5634,0.5892,0.6152,0.6418,0.6703,0.6997,0.728,0.7574,0.7858,0.8141,0.8426,0.8683,0.8955,0.9211,0.9466,0.9723,0.9977,1.0226,1.047,1.0717,1.0956,1.1183,1.1399,1.1635,1.1847,1.2059,1.2239,1.2389,1.2506,1.2591,1.2634,1.2687,1.2701,1.272,1.2731,1.2738,1.2747,1.275,1.2754,1.2761,1.2768,1.2776,1.2784,1.2792,1.2801,1.2815,1.2828
growth.xlsx,LAB,E5-1 a KOH 25 mM (H03),TRUE,0.3781,0.3995,0.4124,0.4318,0.4392,0.4445,0.4474,0.4548,0.4675,0.4856,0.5057,0.5284,0.5532,0.5806,0.6072,0.6345,0.6636,0.6917,0.722,0.752,0.7823,0.811,0.8399,0.8669,0.8938,0.9207,0.9481,0.9743,0.9996,1.0252,1.052,1.0777,1.1027,1.1261,1.1466,1.1708,1.1899,1.2105,1.2297,1.2453,1.2557,1.2639,1.2737,1.2774,1.2774,1.279,1.2805,1.2817,1.2825,1.2851,1.2834,1.2869,1.2877,1.2889,1.2886,1.2931,1.2898,1.2915,1.2932,1.2959
growth.xlsx,LAB,E5-1 a KOH 25 mM (H04),TRUE,0.3968,0.3946,0.4041,0.4247,0.4289,0.4321,0.4366,0.4448,0.4588,0.4765,0.498,0.5205,0.5472,0.5755,0.6028,0.6293,0.6574,0.687,0.7173,0.7465,0.776,0.8055,0.8352,0.8613,0.8883,0.915,0.941,0.9659,0.9925,1.0182,1.0429,1.0693,1.0938,1.1164,1.1402,1.1637,1.1854,1.2115,1.2221,1.2466,1.2596,1.269,1.2756,1.2665,1.2672,1.2836,1.2692,1.2725,1.27,1.2875,1.2718,1.2753,1.2733,1.2849,1.2971,1.2799,1.3006,1.2782,1.2792,1.2815
growth.xlsx,LAB,E5-1 b KOH 25 mM (H05),TRUE,0.3608,0.3633,0.37,0.3814,0.3968,0.3935,0.4012,0.4431,0.4257,0.4462,0.4682,0.4924,0.5187,0.5455,0.5717,0.5979,0.6259,0.6618,0.6832,0.7138,0.7443,0.7736,0.8066,0.8386,0.9211,0.8868,0.9124,0.9385,0.9657,0.9924,1.0462,1.0546,1.075,1.1053,1.1241,1.1484,1.1726,1.1949,1.2187,1.2394,1.2573,1.2702,1.284,1.2923,1.2977,1.3016,1.3036,1.3045,1.3042,1.3024,1.3034,1.3028,1.3007,1.303,1.3009,1.3031,1.3015,1.3028,1.3039,1.3036
growth.xlsx,LAB,E5-1 b KOH 25 mM (H06),TRUE,0.3927,0.3669,0.3838,0.3874,0.3823,0.3807,0.3906,0.4008,0.415,0.4332,0.456,0.4814,0.5084,0.5359,0.5641,0.5919,0.6195,0.6498,0.6802,0.7104,0.7405,0.7703,0.7997,0.8278,0.8554,0.8835,0.91,0.9364,0.962,0.9879,1.0159,1.0431,1.0706,1.0957,1.1198,1.1435,1.1655,1.1876,1.2066,1.2268,1.2416,1.2526,1.2622,1.2676,1.2711,1.2733,1.2757,1.2762,1.2767,1.277,1.2772,1.2774,1.277,1.2784,1.2775,1.279,1.2797,1.2758,1.2766,1.2805
growth.xlsx,LAB,E6-1 a KOH 25 mM (H07),TRUE,0.4668,0.4525,0.4627,0.4628,0.4679,0.4708,0.4759,0.4903,0.5094,0.5326,0.559,0.5834,0.6131,0.6398,0.6657,0.6945,0.7225,0.7526,0.7813,0.8127,0.8375,0.8628,0.8892,0.9157,0.941,0.9668,0.9932,1.0192,1.0451,1.0713,1.0972,1.1228,1.1482,1.1697,1.19,1.2096,1.2283,1.2454,1.2624,1.2721,1.2781,1.2857,1.2805,1.2839,1.2934,1.2861,1.2883,1.2949,1.2886,1.2965,1.2974,1.2899,1.2913,1.2923,1.2916,1.2921,1.2934,1.3023,1.3072,1.3039
growth.xlsx,LAB,E6-1 a KOH 25 mM (H08),TRUE,0.4336,0.4555,0.4458,0.4531,0.4566,0.461,0.4764,0.4895,0.5096,0.5315,0.5578,0.5861,0.6145,0.644,0.6768,0.7069,0.7333,0.7643,0.7934,0.8228,0.8509,0.8786,0.906,0.9316,0.9573,0.9824,1.0072,1.0312,1.056,1.083,1.1063,1.1253,1.1476,1.1694,1.1903,1.2107,1.2249,1.2561,1.2696,1.2654,1.2875,1.2768,1.2955,1.282,1.2984,1.2994,1.2885,1.3007,1.2866,1.287,1.3022,1.3028,1.3039,1.2878,1.2881,1.3033,1.3052,1.3065,1.2925,1.3077
growth.xlsx,LAB,E6-1 b KOH 25 mM (H09),TRUE,0.3475,0.3404,0.3509,0.3593,0.3698,0.3693,0.3711,0.3754,0.3847,0.3986,0.414,0.4336,0.4561,0.481,0.5057,0.5341,0.5611,0.589,0.6185,0.6474,0.6782,0.7089,0.7389,0.7687,0.7981,0.8281,0.8538,0.8804,0.9061,0.9311,0.9567,0.9819,1.0081,1.0332,1.0613,1.085,1.1109,1.136,1.157,1.1808,1.1977,1.2198,1.233,1.2485,1.2538,1.2629,1.267,1.2641,1.2772,1.2777,1.277,1.2651,1.2771,1.2649,1.2772,1.2648,1.2781,1.2786,1.2668,1.2799
growth.xlsx,LAB,E6-1 b KOH 25 mM (H10),TRUE,0.3353,0.345,0.3454,0.3663,0.3766,0.3838,0.3858,0.3891,0.3994,0.4131,0.4286,0.4469,0.4664,0.4911,0.516,0.5414,0.5668,0.5929,0.6221,0.6495,0.6781,0.707,0.736,0.7641,0.7914,0.8199,0.8465,0.8726,0.8977,0.9237,0.9502,0.9749,1.0001,1.0262,1.0501,1.0745,1.1017,1.1239,1.1472,1.1703,1.1945,1.2168,1.2352,1.2513,1.2637,1.2721,1.2789,1.2833,1.2855,1.2877,1.2892,1.29,1.2909,1.2916,1.2921,1.293,1.2932,1.2942,1.2961,1.297
